state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,StateClosureStartDate,ClosureDateCat,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,closed,Region,POPESTIMATE2019,date_diff,percent_positive,positive_percent_change,percent_positive_percent_change,total_tests_percent_cange,hospitalized_percent_change,death_percent_change
MN,2020-04-23,2942,48606,NA,268,712,104,274,NA,NA,1536,77ead2e737d28379a3c18e4ce8a3d643858858ef,2020-04-23T20:00:00Z,200,712,51548,51548,51548,27,21,52,1983,221,2204,2020-03-18,Middle,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,TRUE,North Central,5639632,36,0.05707301932179716,0.08122013965453877,0.034991197918412424,0.04466601815823606,0.07878787878787878,0.11731843575418995
MO,2020-04-23,6321,53129,NA,884,NA,NA,NA,NA,NA,NA,48e48812ff001c374231449a834049dbba052d95,2020-04-23T20:00:00Z,218,NA,59450,59450,59450,29,10,0,1110,184,1294,2020-03-19,Late,Missouri,Republican,Republican,Republican,Appointed,Appointed,TRUE,North Central,6137428,35,0.10632464255677039,0.029982075932866222,0.007563294493726553,0.022250498658779833,NA,0.04807692307692308
MS,2020-04-23,5153,50236,NA,595,946,156,NA,78,NA,NA,d26dcf04ba8de0169951fbbc06275b175ad5e510,2020-04-23T20:00:00Z,201,946,55389,55389,55389,28,8,36,1295,259,1554,2020-03-20,Late,Mississippi,Republican,Republican,Republican,Democrat,Republican,TRUE,South,2976149,34,0.09303291267219123,0.05292194523906825,0.023381052585819326,0.0288659793814433,0.03956043956043956,0.04145077720207254
MT,2020-04-23,442,11433,NA,13,59,NA,NA,NA,NA,306,3e1927838461f9d67a17151a1b875d7b32c5e049,2020-04-23T20:00:00Z,14,59,11875,11875,11875,30,0,0,289,3,292,2020-03-16,Early,Montana,Democrat,Republican,Republican,Republican,Republican,TRUE,West,1068778,38,0.037221052631578946,0.00683371298405467,-0.017923788384965854,0.025209358542691875,0,0
NC,2020-04-23,7608,88577,NA,486,NA,NA,NA,NA,NA,NA,bbf9bdc14956aaa478b0fb2f52cdb24cc7e80af2,2020-04-23T20:00:00Z,253,NA,96185,96185,96185,37,11,0,5461,388,5849,2020-03-16,Early,North Carolina,Democrat,Republican,Republican,Democrat,Republican,TRUE,South,10488084,38,0.07909757238654676,0.05373961218836565,-0.010338190555124515,0.06474716613531704,NA,0.045454545454545456
ND,2020-04-23,709,15621,NA,18,65,NA,NA,NA,NA,269,7fc1a021491fdba4639bcc64f3fd6069ab8decd4,2020-04-23T20:00:00Z,15,65,16330,16330,16330,38,1,3,711,30,741,2020-03-16,Early,North Dakota,Republican,Republican,Republican,Republican,Republican,TRUE,North Central,762062,38,0.043417023882424986,0.044182621502209134,-0.0031988407422681104,0.04753351722368337,0.04838709677419355,0.07142857142857142
NE,2020-04-23,1813,15547,NA,NA,NA,NA,NA,NA,NA,NA,f2fd230daa72e688681febd9ff6169824ff5dbdd,2020-04-23T20:00:00Z,45,NA,17360,17360,17360,31,7,0,590,91,681,2020-03-23,Late,Nebraska,Republican,N/A,N/A,Republican,Appointed,TRUE,North Central,1934408,31,0.10443548387096774,0.052845528455284556,0.011544388871080035,0.04082978595839079,NA,0.18421052631578946
NH,2020-04-23,1588,14424,265,91,213,NA,NA,NA,NA,550,2209e432aa2d24a070e051a80b6edfc571c3df64,2020-04-23T20:00:00Z,48,213,16277,16012,16012,33,6,7,874,97,971,2020-03-16,Early,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,TRUE,Northeast,1359711,38,0.0975609756097561,0.06505700871898056,-0.0010960029403085884,0.06622559937115158,0.03398058252427184,0.14285714285714285
NJ,2020-04-23,99989,100159,NA,7240,NA,1990,NA,1462,NA,NA,bacfc6e489570442eea13e5a50c80950924f48b6,2020-04-23T20:00:00Z,5368,NA,200148,200148,200148,34,305,0,4365,4124,8489,2020-03-18,Middle,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,Northeast,8882190,36,0.4995753142674421,0.04301882856099724,-0.0012193698855056917,0.04429220647086753,NA,0.060240963855421686
NM,2020-04-23,2210,39022,NA,121,331,NA,NA,NA,NA,547,b2fe34c110d328badefbe2bc59e124a91496c1ad,2020-04-23T20:00:00Z,71,331,41232,41232,41232,35,6,25,217,138,355,2020-03-16,Early,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,2096829,38,0.053599146294140476,0.06660231660231661,0.057419059383204574,0.00868459035643516,0.08169934640522876,0.09230769230769231
NV,2020-04-23,4208,30541,NA,NA,NA,NA,NA,NA,NA,NA,2c1813b9cfe100470c90d449bdd539fa36ce944a,2020-04-23T20:00:00Z,189,NA,34749,34749,34749,32,17,0,734,127,861,2020-03-16,Early,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,3080156,38,0.12109700998589887,0.031119823572653763,0.005571054859103248,0.025407223796033995,NA,0.09883720930232558
NY,2020-04-23,263460,432460,NA,15021,59265,5016,NA,NA,NA,44244,9d05b5bc234a81e01ea48b6b048202fd9a70f947,2020-04-23T20:00:00Z,15740,59265,695920,695920,695920,36,438,1358,19694,6244,25938,2020-03-18,Middle,New York,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,19453561,36,0.37857799747097365,0.0242753172430953,-0.013900987551108749,0.03871447292613831,0.023451396204258554,0.02862370931904326
OH,2020-04-23,14142,88183,NA,NA,2960,NA,900,NA,NA,NA,df903b7ce15ac22749d5b6e985b304d3dfd5225f,2020-04-23T20:00:00Z,656,2960,102325,102325,102325,39,46,78,3794,533,4327,2020-03-17,Middle,Ohio,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,11689100,37,0.13820669435621794,0.03916525828495848,-0.004777750120361604,0.04415396232576175,0.027064538514920196,0.07540983606557378
OK,2020-04-23,3017,43019,NA,284,622,156,NA,NA,NA,1884,73483ad72dbf7359d6fd1100f76a5e6d346ff606,2020-04-23T20:00:00Z,179,622,46036,46036,46036,40,9,34,0,123,123,2020-03-17,Middle,Oklahoma,Republican,Republican,Republican,Republican,Republican,TRUE,South,3956971,37,0.06553566773829177,0.04250172771250864,0.03971635275881143,0.002678979809639971,0.05782312925170068,0.052941176470588235
OR,2020-04-23,2127,41849,NA,304,512,74,NA,36,NA,NA,a42174d07b916ab1e53bcfb9f972cd4352208b84,2020-04-23T20:00:00Z,83,512,43976,43976,43976,41,5,24,2723,68,2791,2020-03-16,Early,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,4217737,38,0.048367291249772605,0.03302574065080136,-0.03253672664643027,0.06776739104042734,0.04918032786885246,0.0641025641025641
PA,2020-04-23,36647,142061,NA,2750,NA,NA,NA,679,NA,NA,5b4b9feeb40866177d8dcca6e71fa6a67eb324e1,2020-04-23T20:00:00Z,1421,NA,178708,178708,178708,42,-201,0,5789,1602,7391,2020-03-16,Early,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,TRUE,Northeast,12801989,38,0.2050663652438615,0.04571265515765444,0.002464101946212082,0.04314224507783816,NA,-0.12392108508014797
RI,2020-04-23,6256,38163,NA,267,576,72,NA,45,NA,342,287d363ac81742fe94cd704d82b4061d37b17071,2020-04-23T20:00:00Z,189,576,44419,44419,44419,44,8,0,2282,415,2697,2020-03-23,Late,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,1059361,31,0.14084063126139715,0.07104947782913884,0.006018285667180225,0.06464215521787067,0,0.04419889502762431
SC,2020-04-23,4917,39546,NA,NA,837,NA,NA,NA,NA,3317,ad9c0d4b3f0603214bbfd86f321618fd3fe71293,2020-04-23T20:00:00Z,150,837,44463,44463,44463,45,10,0,1196,156,1352,2020-03-16,Middle,South Carolina,Republican,Republican,Republican,Republican,Appointed,TRUE,South,5148714,38,0.11058633020713853,0.03276622558286074,0.001362586143667286,0.031360905569344254,0,0.07142857142857142
SD,2020-04-23,1956,12109,NA,58,119,NA,NA,NA,NA,1064,96707585cf451dd251e90bb5c7efd8bc85664d72,2020-04-23T20:00:00Z,9,119,14065,14065,14065,46,1,8,521,98,619,2020-03-16,Middle,South Dakota,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,884659,38,0.13906861002488446,0.0527448869752422,0.0064136329709364864,0.04603599583519262,0.07207207207207207,0.125
TN,2020-04-23,8266,114834,NA,NA,793,NA,NA,NA,NA,4193,98c0d438a93613acd8a010874b94cdd4c459e889,2020-04-23T20:00:00Z,170,793,123100,123100,123100,47,4,18,7696,424,8120,2020-03-20,Late,Tennessee,Republican,Republican,Republican,Appointed,Appointed,TRUE,South,6829174,34,0.06714865962632006,0.054067839836776335,-0.015461243713338525,0.07062097756131501,0.023225806451612905,0.024096385542168676
TX,2020-04-23,21944,203134,NA,1649,NA,NA,NA,NA,NA,8025,595c3ac676dde2fd5ad65d57f664bd3549aa03ac,2020-04-23T20:00:00Z,561,NA,225078,225078,225078,48,18,0,7420,875,8295,2020-03-23,Late,Texas,Republican,Republican,Republican,Republican,Appointed,TRUE,South,28995881,31,0.0974950905908174,0.04153021026152167,0.003145773992738162,0.03826407052213504,NA,0.03314917127071823
UT,2020-04-23,3612,77015,NA,NA,301,NA,NA,NA,NA,1050,e522a322f86c92b93f6b7d8152dcb81a167b3f4d,2020-04-23T20:00:00Z,35,301,80627,80627,80627,49,1,13,4000,167,4167,2020-03-16,Middle,Utah,Republican,Republican,Republican,Republican,Appointed,TRUE,West,3205958,38,0.04479888870973743,0.04847605224963716,-0.005711740801161084,0.0544990844886215,0.04513888888888889,0.029411764705882353
VA,2020-04-23,10627,53891,492,1379,1753,400,NA,249,NA,1567,01de09d9974c76207a644dc64bdb24ba34ff2ca1,2020-04-23T20:00:00Z,372,1753,65010,64518,64518,51,23,94,3379,361,3740,2020-03-16,Middle,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,South,8535519,38,0.16346715889863098,0.035164621079290866,-0.024626843508182415,0.061301118276059094,0.056660638939119955,0.0659025787965616
VT,2020-04-23,825,13027,NA,44,NA,NA,NA,NA,NA,NA,fb86e2e2da32b02fc73b0d9c6689dd325bf1a032,2020-04-23T20:00:00Z,43,NA,13852,13852,13852,50,3,0,388,2,390,2020-03-18,Late,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,623989,36,0.05955818654345943,0.002430133657351154,-0.025793057844471414,0.028970435299361164,NA,0.075
WA,2020-04-23,12995,158636,NA,544,NA,151,NA,NA,NA,NA,476f7dc780f31b395f1ed39396bee157740778bd,2020-04-23T20:00:00Z,654,NA,171631,171631,171631,53,7,0,3457,210,3667,2020-03-17,Middle,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,West,7614893,37,0.07571476015405143,0.016425498631208447,-0.005291048209620554,0.021832059250791836,NA,0.010819165378670788
WI,2020-04-23,5052,51456,201,349,1318,146,342,NA,NA,NA,887d8ba88412dbf71f9991bb452a51cc602551a9,2020-04-23T20:00:00Z,257,1318,56709,56508,56508,55,11,16,1954,207,2161,2020-03-18,Late,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,TRUE,North Central,5822434,36,0.08908638840395704,0.04272445820433437,0.0035043780160991466,0.03908311345646438,0.01228878648233487,0.044715447154471545
WV,2020-04-23,967,26938,NA,108,NA,44,NA,24,NA,380,68e08a56ec77bd4371a5b9f3d88fd511ceed31fe,2020-04-23T20:00:00Z,29,NA,27905,27905,27905,54,3,0,2041,28,2069,2020-03-16,Middle,West Virginia,Republican,Republican,Republican,Republican,Appointed,TRUE,South,1792147,38,0.03465328794122917,0.029818956336528223,-0.04653636978913743,0.08008205604582752,NA,0.11538461538461539
WY,2020-04-23,326,7241,NA,NA,52,NA,NA,NA,NA,275,726fb1321e617cbd2ba7b1408f0a7c1d5aac14b4,2020-04-23T20:00:00Z,7,52,7567,7567,7567,56,1,0,-60,4,-56,2020-03-20,Late,Wyoming,Republican,Republican,Republican,Appointed,Appointed,TRUE,West,578759,34,0.04308180256376371,0.012422360248447204,0.019914857978260942,-0.0073461891643709825,0,0.16666666666666666
AK,2020-04-22,335,11824,NA,39,36,NA,NA,NA,NA,196,67838ce525ff91e697603d8a18cbd34dfee4bda2,2020-04-22T20:00:00Z,9,36,12159,12159,12159,02,0,0,1034,6,1040,2020-03-16,Early,Alaska,Republican,Republican,Republican,Appointed,Appointed,TRUE,West,731545,37,0.02755160786248869,0.0182370820668693,-0.06885614178723412,0.0935335911502833,0,0
AL,2020-04-22,5465,43295,NA,NA,730,NA,288,NA,170,NA,30072566e40dbd50379cb264023c0557ca771763,2020-04-22T20:00:00Z,194,730,48760,48760,48760,01,17,31,0,234,234,2020-03-19,Late,Alabama,Republican,Republican,Republican,Republican,Appointed,TRUE,South,4903185,34,0.11207957342083676,0.04473332058879755,0.039719625195564955,0.004822157194081523,0.044349070100143065,0.096045197740113
AR,2020-04-22,2276,27437,NA,97,291,NA,NA,23,57,863,2ca508f112fb6c88a1351199b82f167554e25d1e,2020-04-22T20:00:00Z,42,291,29713,29713,29713,05,-1,0,2223,49,2272,2020-03-17,Middle,Arkansas,Republican,Republican,Republican,Republican,Appointed,TRUE,South,3017804,36,0.07659946824622219,0.022002694207453974,-0.056144588510103184,0.08279581647899129,0,-0.023255813953488372
AZ,2020-04-22,5459,51142,NA,664,NA,300,NA,195,NA,1265,c37cfe22570db99f0291554055f45f06541b3af3,2020-04-22T20:00:00Z,229,NA,56601,56601,56601,04,21,0,1241,208,1449,2020-03-16,Early,Arizona,Republican,Republican,Republican,Republican,Appointed,TRUE,West,7278717,37,0.09644705923923605,0.039611502570938865,0.012997181102266319,0.02627284595300261,NA,0.10096153846153846
CA,2020-04-22,35396,429931,NA,4984,NA,1551,NA,NA,NA,NA,773232f6cb8a7d915ce247a32f45b4f3723b638a,2020-04-22T20:00:00Z,1354,NA,465327,465327,465327,06,86,0,163092,2135,165227,2020-03-19,Late,California,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,West,39512223,34,0.07606693787379627,0.06418929076095127,-0.31368004287904755,0.5505731422859047,NA,0.06782334384858044
CO,2020-04-22,10447,38257,NA,851,2003,NA,NA,NA,NA,NA,3f7e7acba50a1ed4237da788ae570ba65071812a,2020-04-22T20:00:00Z,486,2003,48704,48704,48704,08,37,123,897,341,1238,2020-03-23,Late,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,5758736,30,0.21449983574244416,0.03374233128834356,0.007465784244607192,0.026081826991952134,0.06542553191489361,0.08240534521158129
CT,2020-04-22,22469,47449,NA,1972,NA,NA,NA,NA,NA,NA,4a0dfde544802f68208579d8734b333cc4b9ea99,2020-04-22T20:00:00Z,1544,NA,69918,69918,69918,09,121,0,3617,2109,5726,2020-03-17,Middle,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,3565287,36,0.3213621671100432,0.10358546168958743,0.013206297842043219,0.08920114656031904,NA,0.08503162333099086
DE,2020-04-22,3200,13353,NA,269,NA,NA,NA,NA,NA,599,732f6952f3c5017dc17e8c792823028c2360c977,2020-04-22T20:00:00Z,89,NA,16553,16553,16553,10,7,0,-372,269,-103,2020-03-16,Early,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,South,973764,37,0.1933184317042228,0.09177755032412147,0.09857106905220073,-0.006183957732949087,NA,0.08536585365853659
FL,2020-04-22,28309,260318,1258,NA,4469,NA,NA,NA,NA,NA,ff3403374f6ef6a6101f7f53793be4d41973c3f3,2020-04-22T20:00:00Z,910,4469,289885,288627,288627,12,54,234,10754,814,11568,2020-03-16,Early,Florida,Republican,Republican,Republican,Republican,Appointed,TRUE,South,21477737,37,0.09765596702140504,0.029605382796872158,-0.011676861634697246,0.0417699865594296,0.05525383707201889,0.0630841121495327
GA,2020-04-22,20740,73332,NA,NA,3959,NA,NA,NA,NA,NA,d19c77af4ab1e054fc09ae6d03f94e611d1f87fe,2020-04-22T20:00:00Z,836,3959,94072,94072,94072,13,37,180,5073,859,5932,2020-03-18,Middle,Georgia,Republican,Republican,Republican,Republican,Appointed,TRUE,South,10617423,35,0.22046942767242111,0.043207082138725414,-0.022575555358382373,0.0673020195144089,0.04763164858428156,0.04630788485607009
HI,2020-04-22,582,24760,NA,NA,56,NA,NA,NA,NA,437,3e7bad690dd39f057ff77c1a3de466a04e750eb7,2020-04-22T20:00:00Z,12,56,25342,25342,25342,15,2,1,648,-2,646,2020-03-23,Late,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,West,1415872,30,0.022965827480072608,-0.003424657534246575,-0.028828658232876718,0.02615808228053126,0.01818181818181818,0.2
IA,2020-04-22,3748,24496,NA,272,NA,92,NA,57,NA,1428,852074c0ecbb6ace525096033c5b0251175dcb5d,2020-04-22T20:00:00Z,90,NA,28244,28244,28244,19,7,0,522,107,629,2020-03-16,Early,Iowa,Republican,Republican,Republican,Democrat,Appointed,TRUE,North Central,3155070,37,0.13270075060189776,0.029387530898104915,0.00646285055341944,0.02277747600941517,NA,0.08433734939759036
ID,2020-04-22,1766,15964,NA,NA,158,NA,58,NA,NA,710,1c6afa273193b88f4ddc24cf3d2b5b020aae3fa0,2020-04-22T20:00:00Z,51,158,17730,17730,17730,16,3,1,40,30,70,2020-03-23,Late,Idaho,Republican,Republican,Republican,Republican,Appointed,TRUE,West,1787065,30,0.09960518894529047,0.01728110599078341,0.013264768283410075,0.003963759909399773,0.006369426751592357,0.0625
IL,2020-04-22,35108,129238,NA,4665,NA,1220,NA,747,NA,NA,0372392446bfb9441f1fc04ff3a7dfb8fc875317,2020-04-22T20:00:00Z,1565,NA,164346,164346,164346,17,97,0,7300,2049,9349,2020-03-17,Middle,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,North Central,12671821,36,0.2136224794032103,0.06198009619165734,0.0015682076760640395,0.060317296463802524,NA,0.06607629427792916
IN,2020-04-22,12438,57032,NA,NA,NA,633,NA,334,NA,NA,926b8f7bb7554be9a6e99cd7e468e0caefaca4e4,2020-04-22T20:00:00Z,661,NA,69470,69470,69470,18,31,0,1865,341,2206,2020-03-19,Late,Indiana,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,6732219,34,0.17904131279689076,0.028188807142266677,-0.004461033509795779,0.03279614652711703,NA,0.049206349206349205
KS,2020-04-22,2211,17992,NA,NA,432,NA,NA,NA,NA,NA,456014232e36fb91c21c21aa9febc3122214389e,2020-04-22T20:00:00Z,110,432,20203,20203,20203,20,3,13,916,186,1102,2020-03-18,Middle,Kansas,Democrat,Republican,Republican,Republican,Republican,TRUE,North Central,2913314,35,0.10943919219917835,0.09185185185185185,0.032295311798518564,0.05769331448615256,0.031026252983293555,0.028037383177570093
KY,2020-04-22,3192,30136,NA,286,1076,165,558,NA,NA,1266,cc6b60504396551f42726b0ecf9d3cdc72b2c1a8,2020-04-22T20:00:00Z,171,1076,33328,33328,33328,21,17,17,366,142,508,2020-03-16,Early,Kentucky,Democrat,Republican,Republican,Republican,Appointed,TRUE,South,4467673,37,0.0957753240518483,0.04655737704918033,0.030605289731147532,0.015478366849482023,0.016052880075542966,0.11038961038961038
LA,2020-04-22,25258,117576,NA,1747,NA,NA,NA,287,NA,NA,19be1bd59dbf8234fbc24aaff741a97f9038a268,2020-04-22T20:00:00Z,1473,NA,142834,142834,142834,22,68,0,0,404,404,2020-03-16,Early,Louisiana,Democrat,Republican,Republican,Republican,Republican,TRUE,South,4648794,37,0.17683464721284847,0.016254928784099138,0.013380492967329283,0.002836481078424489,NA,0.048398576512455514
MA,2020-04-22,44913,144789,NA,3890,4256,1050,NA,NA,NA,NA,cbede4bbb0f5c15021f0b5294ab3af36ade9847b,2020-04-22T20:00:00Z,2597,4256,189702,189702,189702,25,148,247,3345,1745,5090,2020-03-17,Middle,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,6892503,36,0.23675554290413386,0.040423461823573016,0.012507280956171297,0.027571338807878144,0.061611374407582936,0.060432829726418946
MD,2020-04-22,14775,61754,NA,1432,3325,527,NA,NA,NA,981,e26d6343fb1297e4af61be1c7aa39a69a27ac7fe,2020-04-22T20:00:00Z,631,3325,76529,76529,76529,24,47,167,2312,582,2894,2020-03-16,Early,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,TRUE,South,6045680,37,0.19306406721634936,0.04100612978228704,0.001639721943563721,0.03930196238201942,0.05288157061431285,0.08047945205479452
ME,2020-04-22,907,16784,NA,42,144,18,NA,10,NA,455,988383238139014683890477a7617bad2c218775,2020-04-22T20:00:00Z,39,144,17691,17691,17691,23,3,5,2708,19,2727,2020-04-02,Late,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,Northeast,1344212,20,0.05126900683963597,0.021396396396396396,-0.13604794960810812,0.1822373696872494,0.03597122302158273,0.08333333333333333
MI,2020-04-22,33966,84259,NA,3305,NA,1350,NA,1065,NA,3237,f16af44eafa16d95c6c4089edf972beff6ec8271,2020-04-22T20:00:00Z,2813,NA,118225,118225,118225,26,113,0,0,999,999,2020-03-16,Early,Michigan,Democrat,Republican,Republican,Democrat,Appointed,TRUE,North Central,9986857,37,0.2872996405159653,0.030303030303030304,0.021596982311584346,0.008522000238854861,NA,0.04185185185185185
MN,2020-04-22,2721,46623,NA,240,660,107,262,NA,NA,1317,c229760eeaecd3e0f89a64b60dd55b0a5cc64e78,2020-04-22T20:00:00Z,179,660,49344,49344,49344,27,19,31,1493,154,1647,2020-03-18,Middle,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,TRUE,North Central,5639632,35,0.05514348249027237,0.05999220880405142,0.024611866363069803,0.03453047361469275,0.0492845786963434,0.11875
MO,2020-04-22,6137,52019,NA,1001,NA,NA,NA,NA,NA,NA,35a73f53b0a0d35e6822d4bdc5b40d56f461659d,2020-04-22T20:00:00Z,208,NA,58156,58156,58156,29,19,0,840,196,1036,2020-03-19,Late,Missouri,Republican,Republican,Republican,Appointed,Appointed,TRUE,North Central,6137428,34,0.10552651489098287,0.0329910789429389,0.014589216764854364,0.018137254901960786,NA,0.10052910052910052
MS,2020-04-22,4894,48941,NA,628,910,162,NA,86,NA,NA,103ca03e2c13f06e80906d32c0f9c08939836f62,2020-04-22T20:00:00Z,193,910,53835,53835,53835,28,10,52,1293,178,1471,2020-03-20,Late,Mississippi,Republican,Republican,Republican,Democrat,Republican,TRUE,South,2976149,33,0.09090740224760843,0.037743850720949955,0.009388294810856578,0.028091818806813842,0.06060606060606061,0.0546448087431694
MT,2020-04-22,439,11144,NA,13,59,NA,NA,NA,NA,296,33bffc0beb1f1f60d5c069f46385261805790397,2020-04-22T20:00:00Z,14,59,11583,11583,11583,30,2,0,340,2,342,2020-03-16,Early,Montana,Democrat,Republican,Republican,Republican,Republican,TRUE,West,1068778,37,0.037900371233704565,0.004576659038901602,-0.025084507068649807,0.03042433947157726,0,0.16666666666666666
NC,2020-04-22,7220,83116,NA,434,NA,NA,NA,NA,NA,NA,060d914673ad86ebfbe9f63da4016cf41bbcfb29,2020-04-22T20:00:00Z,242,NA,90336,90336,90336,37,29,0,6736,269,7005,2020-03-16,Early,North Carolina,Democrat,Republican,Republican,Democrat,Republican,TRUE,South,10488084,37,0.0799238398866454,0.03869946770248885,-0.04184527247302554,0.08406235374590489,NA,0.13615023474178403
ND,2020-04-22,679,14910,NA,23,62,NA,NA,NA,NA,229,eaf19b04bac7a012792bdccdb062bca9d4a6c49d,2020-04-22T20:00:00Z,14,62,15589,15589,15589,38,1,8,567,35,602,2020-03-16,Early,North Dakota,Republican,Republican,Republican,Republican,Republican,TRUE,North Central,762062,37,0.04355635383924562,0.05434782608695652,0.013632107760869528,0.04016814572629612,0.14814814814814814,0.07692307692307693
